UMPD CASENUMBER,OCCURRED DATE TIMELOCATION,REPORT DATE TIME,TYPE,DISPOSITION,LOCATION,BUILDING,LAT,LONG
2015-00053383,2015-12-01 19:14:00,2015-12-01 19:14:00,CDS Violation,CBE,4646 Norwich Rd,"Leonardtown #242, Leonardtown",38.982699100000005,-76.9320704
2015-00053587,2015-12-02 10:37:00,2015-12-02 10:37:00,Injured/Sick Person,CBE,4608 Norwich Rd,"Leonardtown #238, Leonardtown",38.9824292,-76.93339019999998
2015-00053601,2015-12-02 12:03:00,2015-12-02 12:03:00,Found/Recovered Property,Suspended,Lot GG1,,38.9896143,-76.9357629
2015-00053615,2015-12-02 14:17:00,2015-12-02 14:17:00,Other Incident,Active/Pending,4291 Fieldhouse Dr,Plant Sciences Building,38.988862700000006,-76.94385179999998
2015-00053658,2015-12-02 21:09:00,2015-12-02 21:09:00,Injured/Sick Person,CBE,3983 Campus Dr,Health Center,38.987264200000006,-76.9458263
2015-00053739,2015-12-03 01:06:00,2015-12-03 01:06:00,Alcohol Violation,CBE,7736 Baltimore Ave,"Dairy, Turner Hall, Visitor Center",38.98605200000001,-76.937141
2015-00053741,2015-12-03 01:30:00,2015-12-03 01:30:00,Alcohol Violation,Arrest,Knox Rd,,38.9807378,-76.93726699999998
2015-00053746,2015-12-03 02:33:00,2015-12-03 02:33:00,Injured/Sick Person,CBE,8204 Baltimore Ave,"The View, University View",38.9924904,-76.9345975
2015-00053789,2015-12-02 17:30:00,2015-12-03 10:29:00,Vandalism,Suspended,4250 Lehigh Rd,Commons 1,38.9818,-76.94291799999998
2015-00053831,2015-12-03 18:24:00,2015-12-03 18:24:00,CDS Violation,Arrest,7405 Preinkert Dr,Worcester Hall,38.984443,-76.94538279999998
2015-00053846,2015-12-03 20:12:00,2015-12-03 20:12:00,CDS Violation,Arrest,4155 Terrapin Trl,"Arena Drive Parking Garage, Lot 6, PG4, Terrapin Trail Parking Garage, TTG",38.9952867,-76.94265469999998
2015-00053850,2015-12-03 21:57:00,2015-12-03 21:57:00,Emergency Petition,CBE,3854 Stadium Dr,Denton Hall,38.9919854,-76.95030390000001
2015-00053962,2015-12-04 02:04:00,2015-12-04 02:04:00,Theft,Arrest,7567 Regents Dr,South Gate,38.9824318,-76.93904509999999
2015-00053995,2015-12-04 08:20:00,2015-12-04 08:20:00,Check on the Welfare,Unfounded,7699 Mowatt Ln,Van Munching Hall,38.9829759,-76.94817090000001
2015-00054005,2015-12-04 09:41:00,2015-12-04 10:24:00,Check on the Welfare,CBE,7569 Baltimore Ave,"Pocomoke Building, Police, UMDPS, UMPD",38.982924,-76.9375941
2015-00054007,2015-12-03 17:15:00,2015-12-04 10:34:00,Theft,Suspended,4254 Stadium Dr,"Atlantic Building, Computer & Space Sciences Building",38.9905754,-76.94228220000001
2015-00054011,2014-06-23 09:00:00,2015-12-04 11:31:00,Theft,Suspended,3972 Campus Dr,"Stamp Student Union, Student Union, Union",38.98821940000001,-76.94469720000001
2015-00054042,2015-12-04 15:13:00,2015-12-04 15:13:00,CDS Violation,CBE,7563 Yale Ave,"Leonardtown #249, Leonardtown",38.9835376,-76.9334591
2015-00054043,2015-11-12 15:05:00,2015-12-04 16:24:00,Injured Officer,CBE,7569 Baltimore Ave,"Pocomoke Building, Police, UMDPS, UMPD",38.982924,-76.9375941
2015-00054044,2015-12-04 16:19:00,2015-12-04 16:49:00,Theft,Suspended,3972 Campus Dr,"Stamp Student Union, Student Union, Union",38.98821940000001,-76.94469720000001
2015-00054100,2015-12-04 21:40:00,2015-12-04 21:47:00,Assault,Active/Pending,4300 block of Knox Rd,,38.9811167,-76.94200749999999
2015-00054161,2015-12-05 01:51:00,2015-12-05 01:51:00,DWI/DUI,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2015-00054172,2015-12-05 04:52:00,2015-12-05 04:52:00,Injured/Sick Person,CBE,4052 Stadium Dr,Ellicott Hall,38.991480200000005,-76.94716700000001
2015-00054174,2015-12-05 05:18:00,2015-12-05 05:18:00,Warrant/Summons Service,Arrest,Regents Dr,,38.987435600000005,-76.9399595
2015-00054221,2015-12-05 11:53:00,2015-12-05 11:53:00,Check on the Welfare,Active/Pending,7030 Preinkert Dr,Prince Frederick Hall,38.983464700000006,-76.9451097
2015-00054223,2015-12-05 11:30:00,2015-12-05 13:19:00,Injured/Sick Person,CBE,4121 Farm Dr,"La Plata Hall, LaPlata hall",38.9924408,-76.9456119
2015-00054258,2015-12-05 18:00:00,2015-12-05 18:39:00,Theft,Suspended,4490 Rossborough Ln,"Armory, Reckord Armory",38.9856378,-76.93708050000001
2015-00054289,2015-12-05 21:53:00,2015-12-05 21:53:00,CDS Violation,Arrest,Lot 2g,,38.994511700000004,-76.94747209999998
2015-00054318,2015-12-06 00:58:00,2015-12-06 00:58:00,CDS Violation,CBE,3854 Stadium Dr,Denton Hall,38.9919854,-76.95030390000001
2015-00054319,2015-12-06 01:01:00,2015-12-06 01:01:00,Injured/Sick Person,CBE,7570 Regents Dr,Montgomery Hall,38.9824318,-76.93904509999999
2015-00054325,2015-12-06 01:27:00,2015-12-06 01:27:00,Assist Other Agency,CBE,5000 block of Branchville Rd,,38.999082,-76.9239223
2015-00054330,2015-12-06 01:52:00,2015-12-06 01:52:00,Injured/Sick Person,CBE,7567 Yale Ave,"Leonardtown #248, Leonardtown",38.983942,-76.93340460000002
2015-00054331,2015-12-06 01:59:00,2015-12-06 01:59:00,CDS Violation,Arrest,Yale Ave,,38.9825684,-76.9360007
2015-00054345,2015-12-06 03:55:00,2015-12-06 03:55:00,Injured/Sick Person,CBE,Lot GG1,,38.9896143,-76.9357629
2015-00054375,2015-11-05 19:00:00,2015-12-06 11:18:00,Theft,Active/Pending,8500 Paint Branch Dr,"Comcast Center, Xfinity Center",38.994984,-76.94049100000001
2015-00054392,2015-12-06 13:15:00,2015-12-06 14:32:00,Theft,Suspended,4128 Valley Dr,"Eppley Recreation Center, ERC",38.9929529,-76.9441866
2015-00054502,2015-12-07 03:19:00,2015-12-07 03:19:00,Accident - Departmental,CBE,7591 Mowatt Ln,"Lot 19, Lot U2, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5",38.9818323,-76.94558470000001
2015-00054508,2015-12-07 05:58:00,2015-12-07 05:58:00,Injured/Sick Person,CBE,7649 Library Ln,Mckeldin Library,38.98644000000001,-76.94518199999999
2015-00054531,2015-12-07 09:06:00,2015-12-07 09:06:00,Other Incident,CBE,8223 Paint Branch Dr,"A.V. Williams Building, AV Williams",38.9907883,-76.93629419999998
2015-00054533,2015-12-04 17:00:00,2015-12-07 09:27:00,Theft,Suspended,4250 Lehigh Rd,Commons 1,38.9818,-76.94291799999998
2015-00054535,2015-12-04 16:00:00,2015-12-07 09:56:00,Theft,Active/Pending,4254 Stadium Dr,"Atlantic Building, Computer & Space Sciences Building",38.9905754,-76.94228220000001
2015-00054538,2015-12-07 10:00:00,2015-12-07 10:24:00,Theft,Suspended,4028 Stadium Dr,Ellicott Area Dining Hall,38.99247889999999,-76.9466291
2015-00054564,2015-12-07 13:29:00,2015-12-07 13:29:00,Other Incident,Arrest,8000 block of 54th Ave,,38.9872937,-76.9250703
2015-00054565,2015-12-04 07:00:00,2015-12-07 13:46:00,Hazardous Condition,Active/Pending,4302 Chapel Ln,Woods Hall,38.9846149,-76.94246389999998
2015-00054575,2015-12-07 15:31:00,2015-12-07 15:31:00,Vandalism,CBE,4200 block of Knox Rd,,38.980995899999996,-76.9440785
2015-00054589,2015-12-06 17:30:00,2015-12-07 17:24:00,Theft,Suspended,4254 Stadium Dr,"Atlantic Building, Computer & Space Sciences Building",38.9905754,-76.94228220000001
2015-00054590,2015-12-07 17:28:00,2015-12-07 17:28:00,Theft,CBE,7093 Preinkert Dr,South Campus Dining Hall,38.983201,-76.9448953
2015-00054610,2015-12-07 19:42:00,2015-12-07 19:42:00,CDS Violation,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2015-00054615,2015-12-07 21:31:00,2015-12-07 21:31:00,Injured/Sick Person,CBE,Recreation Artificial Turf Field,,38.99548920000001,-76.939184
2015-00054736,2015-12-08 12:50:00,2015-12-08 12:51:00,Injured/Sick Person,CBE,4356 Stadium Dr,"J.M. Patterson Building, JM Patterson Building",38.990151000000004,-76.9402358
2015-00054738,2015-12-08 13:27:00,2015-12-08 13:27:00,Injured/Sick Person,CBE,7343 Preinkert Dr,Tydings Hall,38.9843159,-76.9452568
2015-00054764,2015-12-08 17:00:00,2015-12-08 17:03:00,Injured/Sick Person,CBE,4094 Campus Dr,Biology-Psychology Building,38.9875386,-76.9425809
2015-00054808,2015-12-08 21:57:00,2015-12-08 21:57:00,CDS Violation,CBE,7563 Yale Ave,"Leonardtown #249, Leonardtown",38.9835376,-76.9334591
2015-00054842,2015-12-08 23:30:00,2015-12-08 23:33:00,CDS Violation,CBE,7405 Preinkert Dr,Worcester Hall,38.984443,-76.94538279999998
2015-00054876,2015-12-09 01:09:00,2015-12-09 01:09:00,Emergency Petition,CBE,3854 Stadium Dr,Denton Hall,38.9919854,-76.95030390000001
2015-00054963,2015-12-09 12:18:00,2015-12-09 12:18:00,Injured/Sick Person,CBE,8270 Alumni Dr,"Clarice Smith Performing Arts Center, CSPAC",38.990275,-76.9494161
2015-00054976,2015-12-09 14:37:00,2015-12-09 14:37:00,Injured/Sick Person,CBE,8156 Regents Dr,Animal Science Service Building,38.9917114,-76.94051759999998
2015-00054979,2015-12-09 15:15:00,2015-12-09 15:15:00,Injured/Sick Person,CBE,Campus Dr,,38.9886616,-76.9350786
2015-00054982,2015-12-09 15:31:00,2015-12-09 15:31:00,Telephone/EMail Misuse (Title IX Related),Suspended,4200 Lehigh Rd,"S Campus Surge, Susquehanna Hall",38.9818698,-76.9437804
2015-00055185,2015-12-10 09:07:00,2015-12-10 09:07:00,Alarm,CBE,4315 Rowalt Dr,269,38.978736600000005,-76.9418069
2015-00055216,2015-11-25 12:00:00,2015-12-10 12:40:00,Lost Property,CBE,3400 block of Tulane Dr,,38.9849015,-76.9585961
2015-00055219,2015-11-04 09:00:00,2015-12-10 14:49:00,Theft,Suspended,4300 Chapel Ln,Skinner Building,38.9844536,-76.94183199999998
2015-00055239,2015-12-10 17:15:00,2015-12-10 17:28:00,Theft,Unfounded,4291 Fieldhouse Dr,Plant Sciences Building,38.988862700000006,-76.94385179999998
2015-00055344,2015-12-11 00:00:00,2015-12-11 00:00:00,CDS Violation,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2015-00055349,2015-12-11 00:05:00,2015-12-11 00:05:00,Emergency Petition,CBE,3854 Stadium Dr,Denton Hall,38.9919854,-76.95030390000001
2015-00055362,2015-12-11 00:56:00,2015-12-11 00:56:00,Disorderly Conduct,Arrest,Knox Rd,,38.9807378,-76.93726699999998
2015-00055369,2015-12-11 01:00:00,2015-12-11 01:11:00,Injured/Sick Person,CBE,25 Lehigh Rd,,38.9817419,-76.93838099999998
2015-00055380,2015-12-11 01:10:00,2015-12-11 02:07:00,Injured/Sick Person,CBE,4610 Norwich Rd,"Leonardtown #239, Leonardtown",38.98242279999999,-76.93336520000003
2015-00055384,2015-12-11 03:02:00,2015-12-11 03:02:00,Alcohol Violation,Arrest,University Bl,,39.0006468,-76.9413438
2015-00055385,2015-12-10 23:47:00,2015-12-11 03:03:00,Assist Other Agency,CBE,7569 Baltimore Ave,"Pocomoke Building, Police, UMDPS, UMPD",38.982924,-76.9375941
2015-00055401,2015-12-11 07:05:00,2015-12-11 07:05:00,Alcohol Violation,Arrest,7570 Regents Dr,Montgomery Hall,38.9824318,-76.93904509999999
2015-00055481,2015-12-11 16:00:00,2015-12-11 17:31:00,Burglary,Arrest,23 Lehigh Rd,,38.981730799999994,-76.9394233
2015-00055521,2015-12-11 19:46:00,2015-12-11 19:46:00,Traffic Arrest,Arrest,Campus Dr,,38.9886616,-76.9350786
2015-00055607,2015-12-12 01:33:00,2015-12-12 01:33:00,Injured/Sick Person,CBE,6901 Preinkert Dr,Commons 6,38.9821781,-76.9446528
2015-00055615,2015-12-12 02:17:00,2015-12-12 02:17:00,Accident - Departmental,CBE,Lot F,,38.9896967,-76.93776
2015-00055622,2015-12-12 02:51:00,2015-12-12 02:51:00,Assault,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2015-00055675,2015-12-12 12:18:00,2015-12-12 12:18:00,Injured/Sick Person,CBE,7675 Baltimore Ave,Ritchie Coliseum,38.9878089,-76.93553390000001
2015-00055691,2015-12-12 15:05:00,2015-12-12 15:05:00,Injured/Sick Person,CBE,7093 Preinkert Dr,South Campus Dining Hall,38.983201,-76.9448953
2015-00055763,2015-12-12 22:56:00,2015-12-12 22:56:00,DWI/DUI,Arrest,Campus Dr,,38.9886616,-76.9350786
2015-00055767,2015-12-12 23:30:00,2015-12-12 23:30:00,Theft,CBE,6903 Preinkert Dr,Commons 5,38.9827064,-76.9447157
2015-00055779,2015-12-13 00:40:00,2015-12-13 00:40:00,Found/Recovered Property,CBE,7218 Preinkert Dr,Wicomico Hall,38.9836916,-76.94514720000001
2015-00055782,2015-12-13 01:56:00,2015-12-13 01:56:00,Injured/Sick Person,CBE,4000 Stadium Dr,Hagerstown Hall,38.992106,-76.9478627
2015-00055784,2015-12-13 02:14:00,2015-12-13 02:14:00,Assist Other Agency,CBE,4800 block of Guilford Rd,,38.976643,-76.93140720000001
2015-00055796,2015-12-13 07:24:00,2015-12-13 07:24:00,Assist Other Agency,CBE,3400 block of Pennsylvania St,,38.9807985,-76.95695429999998
2015-00055867,2015-12-06 22:00:00,2015-12-13 17:05:00,Theft,Active/Pending,7675 Baltimore Ave,Ritchie Coliseum,38.9878089,-76.93553390000001
2015-00055889,2015-12-13 21:24:00,2015-12-13 21:24:00,Warrant/Summons Service,Arrest,Adelphi Rd,,38.99425979999999,-76.96025429999999
2015-00055914,2015-12-13 00:12:00,2015-12-13 23:12:00,DWI/DUI,Arrest,University Bl,,39.0006468,-76.9413438
2015-00055936,2015-12-13 23:15:00,2015-12-14 00:02:00,Check on the Welfare,CBE,8150 Baltimore Ave,"Looney's Pub, The Varsity",38.9914779,-76.9343642
2015-00055967,2015-12-14 03:26:00,2015-12-14 03:26:00,Emergency Petition,CBE,1 Fraternity Row,"Frat 1, Kappa Alpha Fraternity",38.984430100000004,-76.936859
2015-00055986,2015-12-14 08:41:00,2015-12-14 08:41:00,Injured/Sick Person,CBE,4094 Campus Dr,Biology-Psychology Building,38.9875386,-76.9425809
2015-00055997,2015-12-12 19:00:00,2015-12-14 10:03:00,Dept Property Damage/Loss,CBE,7569 Baltimore Ave,"Pocomoke Building, Police, UMDPS, UMPD",38.982924,-76.9375941
2015-00056001,2015-12-11 14:00:00,2015-12-14 10:23:00,Theft,CBE,4250 Lehigh Rd,Commons 1,38.9818,-76.94291799999998
2015-00056018,2015-12-14 11:46:00,2015-12-14 11:46:00,Warrant/Summons Service,Arrest,University Bl,,39.0006468,-76.9413438
2015-00056031,2015-12-14 13:49:00,2015-12-14 15:11:00,Other Incident,CBE,8314 Paint Branch Dr,Biomolecular Sciences Building,38.9928515,-76.9376413
2015-00056032,2015-12-14 14:46:00,2015-12-14 14:46:00,Vandalism,Suspended,Lot 1b,,38.9884046,-76.9494025
2015-00056049,2015-12-13 15:00:00,2015-12-14 19:42:00,Theft,Suspended,3972 Campus Dr,"Stamp Student Union, Student Union, Union",38.98821940000001,-76.94469720000001
2015-00056052,2015-12-14 20:25:00,2015-12-14 20:25:00,CDS Violation,Arrest,4155 Terrapin Trl,"Arena Drive Parking Garage, Lot 6, PG4, Terrapin Trail Parking Garage, TTG",38.9952867,-76.94265469999998
2015-00056169,2015-12-15 09:23:00,2015-12-15 09:23:00,Assist Other Agency,CBE,3500 block of Marlbrough Wy,,39.008002000000005,-76.948386
2015-00056175,2015-12-15 11:08:00,2015-12-15 11:08:00,Warrant/Summons Service,Arrest,Adelphi Rd,,38.99425979999999,-76.96025429999999
2015-00056192,2015-12-15 15:12:00,2015-12-15 15:12:00,CDS Violation,Arrest,7218 Preinkert Dr,Wicomico Hall,38.9836916,-76.94514720000001
2015-00056243,2015-12-15 20:40:00,2015-12-15 20:41:00,Accident - Departmental,CBE,7591 Mowatt Ln,"Lot 19, Lot U2, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5",38.9818323,-76.94558470000001
2015-00056380,2015-12-16 09:49:00,2015-12-16 09:49:00,Telephone/EMail Misuse,Active/Pending,7699 Mowatt Ln,Van Munching Hall,38.9829759,-76.94817090000001
2015-00056392,2015-04-01 00:00:00,2015-12-16 10:54:00,Harassment/Stalking,CBE,7699 Mowatt Ln,Van Munching Hall,38.9829759,-76.94817090000001
2015-00056403,2015-12-16 13:00:00,2015-12-16 13:17:00,Injured/Sick Person,CBE,7649 Library Ln,Mckeldin Library,38.98644000000001,-76.94518199999999
2015-00056405,2015-01-06 12:00:00,2015-12-16 13:51:00,Other Incident,CBE,190 block of Paint Branch Pkwy,,38.9994265,-76.93269169999998
2015-00056409,2015-12-16 15:08:00,2015-12-16 15:08:00,Accident - Departmental,CBE,7569 Baltimore Ave,"Pocomoke Building, Police, UMDPS, UMPD",38.982924,-76.9375941
2015-00056412,2015-12-15 17:00:00,2015-12-16 15:44:00,Dept Property Damage/Loss,CBE,7569 Baltimore Ave,"Pocomoke Building, Police, UMDPS, UMPD",38.982924,-76.9375941
2015-00056442,2015-12-16 18:21:00,2015-12-16 18:21:00,Traffic Arrest,Arrest,River Rd,,38.9730737,-76.9284801
2015-00056468,2015-12-16 22:00:00,2015-12-16 22:00:00,CDS Violation,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2015-00056481,2015-12-16 23:13:00,2015-12-16 23:13:00,Theft,Arrest,7801 Alumni Dr,Riggs Alumni Center,38.9869422,-76.9489947
2015-00056521,2015-12-16 18:00:00,2015-12-17 06:38:00,Stolen Motor Vehicle,Suspended,4122 Fieldhouse Dr,"Bob ""Turtle"" Smith Stadium, Shipley Field, Turtle Stadium",38.9886292,-76.94466659999998
2015-00056530,2015-12-17 00:00:00,2015-12-17 07:56:00,Damage to State Property,CBE,5145 Campus Dr,Patapsco Building,38.9770362,-76.92440839999998
2015-00056556,2015-12-17 09:00:00,2015-12-17 13:47:00,Burglary,Arrest,14 Regents Dr,,38.9904841,-76.94068100000001
2015-00056560,2015-12-14 15:00:00,2015-12-17 15:08:00,Suspicious Activity,Active/Pending,4018 Campus Dr,Nyumburu Cultural Center,38.98753019999999,-76.9438188
2015-00056563,2015-12-17 15:51:00,2015-12-17 15:51:00,CDS Violation,Arrest,4310 Knox Rd,Commons 4,38.981081200000006,-76.94166179999998
2015-00056565,2015-12-17 08:00:00,2015-12-17 16:26:00,Vandalism,Active/Pending,7567 Preinkert Dr,Somerset Hall,38.984781700000006,-76.94590529999998
2015-00056567,2015-12-17 16:15:00,2015-12-17 16:35:00,Lost Property,Active/Pending,3972 Campus Dr,"Stamp Student Union, Student Union, Union",38.98821940000001,-76.94469720000001
2015-00056570,2015-12-17 17:00:00,2015-12-17 17:03:00,CDS Violation,CBE,7567 Preinkert Dr,Somerset Hall,38.984781700000006,-76.94590529999998
2015-00056612,2015-12-17 21:08:00,2015-12-17 21:08:00,CDS Violation,CBE,4025 Stadium Dr,"PG3, Stadium Drive Parking Garage",38.99182589999999,-76.94760219999998
2015-00056617,2015-12-17 22:06:00,2015-12-17 22:06:00,Injured/Sick Person,CBE,7549 Calvert Service Ln,Cecil Hall,38.9829224,-76.9419192
2015-00056628,2015-12-17 22:30:00,2015-12-17 22:30:00,CDS Violation,Arrest,4243 Valley Dr,Centreville Hall,38.9922658,-76.9417442
2015-00056631,2015-12-16 21:00:00,2015-12-17 22:50:00,Dept Property Damage/Loss,CBE,9200 block of Baltimore Ave,,39.0058151,-76.9300135
2015-00056649,2015-12-18 00:48:00,2015-12-18 00:48:00,Injured/Sick Person,CBE,22 Lehigh Rd,,38.981603,-76.93865799999998
2015-00056655,2015-12-18 01:17:00,2015-12-18 01:17:00,CDS Violation,Arrest,"Byrd Stadium, Maryland Stadium",Capital One Field,38.99033319999999,-76.9473792
2015-00056662,2015-12-18 01:50:00,2015-12-18 01:50:00,CDS Violation,CBE,4155 Terrapin Trl,"Arena Drive Parking Garage, Lot 6, PG4, Terrapin Trail Parking Garage, TTG",38.9952867,-76.94265469999998
2015-00056673,2015-12-18 02:34:00,2015-12-18 02:34:00,DWI/DUI,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2015-00056685,2015-12-18 03:54:00,2015-12-18 03:54:00,CDS Violation,CBE,Allegany Alley,,39.000175,-76.93047399999998
2015-00056697,2015-12-17 17:30:00,2015-12-18 08:27:00,Vandalism,Suspended,7524 Calvert Service Ln,Commons 2,38.98258,-76.94294599999998
2015-00056698,2015-12-18 08:41:00,2015-12-18 08:41:00,Injured/Sick Person,CBE,7699 Mowatt Ln,Van Munching Hall,38.9829759,-76.94817090000001
2015-00056700,2015-12-17 18:00:00,2015-12-18 09:33:00,Theft,Suspended,4128 Valley Dr,"Eppley Recreation Center, ERC",38.9929529,-76.9441866
2015-00056702,2015-12-18 10:02:00,2015-12-18 10:02:00,Emergency Petition,CBE,3983 Campus Dr,Health Center,38.987264200000006,-76.9458263
2015-00056721,2015-12-17 22:47:00,2015-12-18 12:37:00,Title IX Incident Non Criminal,Suspended,3981 Denton Service Ln,Elkton Hall,38.9928946,-76.94858420000001
2015-00056734,2015-12-18 14:55:00,2015-12-18 14:55:00,Accident - Departmental,CBE,Stanford St,,38.9814881,-76.9598555
2015-00056746,2015-12-18 16:43:00,2015-12-18 16:43:00,Trespassing,CBE,4090 Union Dr,"Cole Field House, Cole Student Activities Building, Driscoll Center",38.987185700000005,-76.9467566
2015-00056760,2015-12-18 19:30:00,2015-12-18 19:30:00,CDS Violation,CBE,3912 Denton Service Ln,Oakland Hall,38.993831799999995,-76.9496542
2015-00056778,2015-12-18 21:03:00,2015-12-18 21:03:00,CDS Violation,CBE,4145 Valley Dr,Cumberland Hall,38.9929529,-76.9441866
2015-00056793,2015-12-18 22:23:00,2015-12-18 22:24:00,CDS Violation,CBE,4052 Stadium Dr,Ellicott Hall,38.991480200000005,-76.94716700000001
2015-00056810,2015-12-18 23:27:00,2015-12-18 23:27:00,Injured/Sick Person,CBE,7300 block of Baltimore Ave,,38.9798863,-76.93837490000001
2015-00056812,2015-12-18 23:33:00,2015-12-18 23:33:00,Warrant/Summons Service,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2015-00056832,2015-12-19 01:30:00,2015-12-19 01:30:00,Injured/Sick Person,CBE,3972 Campus Dr,"Stamp Student Union, Student Union, Union",38.98821940000001,-76.94469720000001
2015-00056839,2015-12-19 01:48:00,2015-12-19 01:48:00,Assault,Suspended,"Graham Cracker, Lot 15",,38.9811302,-76.93759829999998
2015-00056840,2015-12-19 02:10:00,2015-12-19 02:10:00,Injured/Sick Person,CBE,4318 Knox Rd,Commons 3,38.9815781,-76.9405551
2015-00056845,2015-12-19 01:40:00,2015-12-19 02:37:00,Assist Other Agency (Title IX Related),CBE,4314 Knox Rd,Knox Towers,38.981103499999996,-76.94108440000001
2015-00056846,2015-12-19 03:13:00,2015-12-19 03:13:00,DWI/DUI,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2015-00056849,2015-12-19 03:24:00,2015-12-19 03:24:00,Injured/Sick Person,CBE,3400 block of Tulane Dr,,38.9849015,-76.9585961
2015-00056851,2015-12-19 03:48:00,2015-12-19 03:48:00,Injured/Sick Person,CBE,7565 Calvert Service Ln,Kent Hall,38.983028600000004,-76.94246940000001
2015-00056861,2015-12-19 00:26:00,2015-12-19 07:55:00,Vandalism,Suspended,4282 Chapel Ln,"Francis Scott, Francis Scott Key, Francis Scott Key Hall, FS Key Hall, FSK",38.9852429,-76.943123
2015-00056863,2015-12-19 03:00:00,2015-12-19 08:20:00,Police Information,Active/Pending,Baltimore Ave,,38.997626200000006,-76.9315953
2015-00056886,2015-12-18 16:30:00,2015-12-19 09:51:00,Vandalism,Active/Pending,4490 Rossborough Ln,"Armory, Reckord Armory",38.9856378,-76.93708050000001
2015-00056914,2015-12-17 17:30:00,2015-12-19 14:39:00,Vandalism,Suspended,3981 Denton Service Ln,Elkton Hall,38.9928946,-76.94858420000001
2015-00056934,2015-12-19 19:51:00,2015-12-19 19:51:00,CDS Violation,CBE,250 block of Stadium Dr,,38.990556299999994,-76.94457369999998
2015-00056950,2015-12-19 21:25:00,2015-12-19 21:25:00,Burglary,Arrest,4090 Union Dr,"Cole Field House, Cole Student Activities Building, Driscoll Center",38.987185700000005,-76.9467566
2015-00056952,2015-12-19 21:42:00,2015-12-19 21:42:00,Assault,Active/Pending,8500 Paint Branch Dr,"Comcast Center, Xfinity Center",38.994984,-76.94049100000001
2015-00056956,2015-12-19 22:10:00,2015-12-19 22:10:00,DWI/DUI,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2015-00057017,2015-12-20 02:57:00,2015-12-20 02:57:00,DWI/DUI,Arrest,College Ave,,38.9804379,-76.9303192
2015-00057048,2015-12-20 02:00:00,2015-12-20 10:03:00,Vandalism,Active/Pending,7 Fraternity Row,"Frat 7, Lamda Chi Alpha Fraternity",38.983938200000004,-76.93403740000001
2015-00057055,2015-12-20 11:03:00,2015-12-20 11:03:00,Suspicious Activity,Active/Pending,4200 block of Knox Rd,,38.980995899999996,-76.9440785
2015-00057056,2015-12-20 11:02:00,2015-12-20 11:02:00,Theft,Active/Pending,4298 Lehigh Rd,Washington Hall,38.981733,-76.941985
2015-00057066,2015-12-20 12:41:00,2015-12-20 12:41:00,Hazardous Condition,CBE,8051 Regents Dr,"Chemistry, Chemistry Building",38.9892916,-76.9406525
2015-00057080,2015-12-20 14:48:00,2015-12-20 14:48:00,CDS Violation,Arrest,8228 Paint Branch Dr,Kim Engineering Building,38.99083299999999,-76.93786759999998
2015-00057084,2015-12-20 16:07:00,2015-12-20 16:07:00,Theft,Suspended,7567 Preinkert Dr,Somerset Hall,38.984781700000006,-76.94590529999998
2015-00057103,2015-12-20 19:58:00,2015-12-20 19:58:00,Weapon Violation,Arrest,Princeton Ave,,38.9808479,-76.9349934
2015-00057120,2015-12-20 20:46:00,2015-12-20 22:31:00,Other Incident,Suspended,7569 Baltimore Ave,"Pocomoke Building, Police, UMDPS, UMPD",38.982924,-76.9375941
2015-00057168,2015-12-21 01:48:00,2015-12-21 01:48:00,DWI/DUI,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2015-00057169,2015-12-21 01:50:00,2015-12-21 01:50:00,Warrant/Summons Service,Arrest,College Ave,,38.9804379,-76.9303192
2015-00057277,2015-12-21 19:01:00,2015-12-21 19:01:00,Injured/Sick Person,CBE,4300 block of Knox Rd,,38.9811167,-76.94200749999999
2015-00057374,2015-12-22 07:07:00,2015-12-22 07:07:00,Accident,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2015-00057416,2015-12-22 16:52:00,2015-12-22 16:52:00,CDS Violation,Arrest,Paint Branch Py,,38.986825700000004,-76.92633099999998
2015-00057445,2015-12-22 21:43:00,2015-12-22 21:43:00,Traffic Arrest,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2015-00057495,2015-12-23 00:53:00,2015-12-23 00:53:00,Suspicious Activity,CBE,4090 Union Dr,"Cole Field House, Cole Student Activities Building, Driscoll Center",38.987185700000005,-76.9467566
2015-00057541,2015-12-22 17:45:00,2015-12-23 09:28:00,Theft,Suspended,3942 Campus Dr,Benjamin Building,38.9866963,-76.94694759999999
2015-00057567,2015-12-23 17:56:00,2015-12-23 17:56:00,Damage to State Property,CBE,7147 51st Ave,"Litton, Police Services & Training Facility",38.97621600000001,-76.92572679999998
